,URN,Postcode,YEAR,Grades_scaled
981,116580,SO155UQ,2018,-0.6134105242100122
982,136847,TN126LT,2018,-0.30244692456221367
984,144084,EN36TW,2018,-0.10722314002996326
986,108079,LS287ND,2018,-0.48651506426404956
987,136637,RG67HS,2018,0.5244652484922463
988,133724,HA39TE,2018,-0.7584339070053979
992,137048,CM120RT,2018,1.21472077237413
995,108300,WF77LT,2018,-0.15881799737062952
996,142104,OX29JE,2018,1.5730958625511893
997,136732,CA117EG,2018,0.999974609388655
998,138385,BH119JW,2018,-0.20204612108848471
999,102247,HA20HN,2018,1.6511853763640896
1000,110117,SL58BQ,2018,-1.1976874222029605
1003,145322,HP160BN,2018,-0.9759689811984764
1006,122936,NG14JB,2018,-0.7207836057027497
1007,136290,EN54DQ,2018,-0.2857134573165921
1008,137754,CR78BT,2018,-1.2729880248082572
1010,141466,ME80BX,2018,-0.31918039180783525
1011,138039,NR65SB,2018,1.7223026121579805
1012,139957,NN189NS,2018,0.03361687595401691
1013,138210,OX284AX,2018,2.6635601447241863
1014,140580,OX141JB,2018,-0.42097565088536526
1015,119773,PR16DT,2018,-0.34428059267626737
1017,137049,NN146BB,2018,2.1211169148452913
1018,145158,LE131DN,2018,0.02664459793500788
1020,136745,DH90TW,2018,0.7238723998359017
1022,141414,DY82XL,2018,0.2204739268634568
1023,137005,SW179BU,2018,1.209142949958923
1025,117036,HR12NG,2018,0.18142916995700661
1026,143112,BD227DU,2018,0.6178937739469652
1027,142627,NW27BZ,2018,-0.2759522680899796
1028,136671,LA97EQ,2018,0.3682862208664455
1029,100521,SW1X0AA,2018,1.3834499004341463
1031,103587,B153AU,2018,0.6639108088724249
1034,130457,E106EQ,2018,0.59000466187093
1035,139282,LS158TA,2018,-0.8909071893665675
1036,107460,BD146JX,2018,0.053139254407242
1038,137161,LE167JG,2018,-0.4321312957157798
1040,136673,EX111RA,2018,-0.28850236852419564
1041,137902,S433PU,2018,1.3206993982630666
1042,144342,LU14BB,2018,0.9009682615187281
1043,122374,NE250BP,2018,0.16051233589998
1044,136483,BA19AB,2018,0.3836252325082651
1045,130812,ST52GB,2018,0.20652937082543874
1046,120724,LN25RW,2018,0.004333308274179272
1047,113932,DT110BZ,2018,1.3485885103391018
1048,101835,CR95BX,2018,-0.015189070179045324
1049,137928,TW76XF,2018,0.7698894347613604
1050,124840,IP43DL,2018,0.5927935730785331
1051,136323,DE138AZ,2018,-1.2827492140348693
1052,137107,CA174HA,2018,0.31529690792197823
1053,130659,DH15ES,2018,2.345624267057379
1054,136722,BS483BX,2018,2.7053938128382407
1055,135675,OX46JZ,2018,1.4810617927002718
1056,133287,E107LX,2018,1.4922174375306858
1057,103519,B139UU,2018,-1.3678110058667787
1058,137849,IP43NJ,2018,-0.5032485315096706
1060,138403,E151AJ,2018,-0.8616236216867299
1061,104706,L55AF,2018,-1.1990818778067625
1063,137830,WS54PG,2018,-0.4502592185652029
1066,139779,OX14HT,2018,0.3111135411105727
1067,139328,DY47NR,2018,0.1744568919379971
1068,114327,SR81DE,2018,-0.3847198051865191
1070,114336,DL128UN,2018,0.686222098533253
1072,122915,NG74ED,2018,-0.34009722586486185
1073,135311,SE192JH,2018,0.23720739410907787
1074,137110,HP38JB,2018,-0.0737562055387206
1076,114627,TN206PH,2018,-0.18391819823906164
1077,144732,WF84QR,2018,-1.4514783420948858
1081,130548,LS29BL,2018,-1.8014866986491345
1082,138222,B74AG,2018,-1.201870789014366
1083,135968,CR97AL,2018,0.25394086135469895
1086,142387,MK427EB,2018,1.17567601546768
1089,130418,E140AF,2018,0.27067432860032103
1090,141491,B798AA,2018,-0.6705832039658854
1091,136157,N98DQ,2018,-2.0148384060308073
1092,101954,W138AX,2018,0.6611218976648209
1093,136971,DH33QA,2018,-0.26061325644815997
1094,136895,CH454RJ,2018,-0.5492655664351299
1095,100049,NW32BQ,2018,-0.2201740439379083
1096,100966,E140RZ,2018,0.26927987299651857
1097,125747,CV82DA,2018,0.4324311786413278
1099,124487,ST51DB,2018,-0.04447263785888296
1100,139075,DA130AH,2018,0.3864141437158691
1102,116928,B601BA,2018,0.35852503163983296
1103,120322,LE156DT,2018,-0.02495025940565787
1104,142124,TQ137EW,2018,-0.37914198277131206
1107,144511,E62BB,2018,-2.2979128936025703
1108,132711,SE220NR,2018,0.07545054406807061
1109,137058,CM186AA,2018,0.05035034319963849
1110,110914,CB27AD,2018,0.16887906952279005
1111,108642,NE259EQ,2018,-0.7877174746852356
1113,141019,HA97DU,2018,0.3041412630915632
1115,136147,N181NB,2018,-0.9466854135186392
1118,142339,CV14BU,2018,-1.2172098006561856
1119,137598,TD152JF,2018,-0.9285574906692157
1120,136647,RG194LL,2018,-1.497495377020345
1121,131062,E82EY,2018,0.7880173576107841
1122,144278,WV108BY,2018,-1.2395210903170142
1123,134480,CO64RW,2018,-1.0080414600859176
1124,112442,CA57BX,2018,-0.667794292758282
1125,102452,HA62YE,2018,-0.6245661690404263
1127,138190,HG14AP,2018,-0.5241653655666978
1131,136756,SM26TQ,2018,-0.5687879448883549
1132,142174,DL15PA,2018,1.966332342823293
1133,136907,CV346PJ,2018,-0.7863230190814335
1134,145134,WV106SE,2018,-0.21041285471129575
1135,135881,NG37EB,2018,-0.3010524689584117
1136,100536,W24AT,2018,2.529692406759215
1137,140737,PL65HN,2018,0.31390245231817576
1140,135907,B74QR,2018,-0.4530481297728064
1141,139037,BH119JJ,2018,0.5328319821150563
1145,138545,S88BR,2018,-0.1769459202200526
1146,136186,NR50PX,2018,0.28880225144974364
1147,135651,CM82SD,2018,-0.013794614575243816
1148,136454,MK109JQ,2018,0.1368065906353494
1149,100053,NW51UJ,2018,-0.2383019667873314
1150,123879,TA93EE,2018,-0.07096729433111709
1151,139362,N225HN,2018,-0.04028927104747794
1152,145124,BS324AJ,2018,1.4615394142470468
1153,122328,NE476LR,2018,0.43800900105653484
1154,135970,B120YH,2018,0.4672925687363725
1155,125387,RH76PH,2018,1.5926182410044143
1157,130740,PR28UR,2018,-0.05005046027408999
1158,135761,NG84HY,2018,0.30274680748776167
1159,136674,WF149EZ,2018,1.200776216336112
1160,138464,WA144AH,2018,0.01688340870839533
1161,121758,HG29JP,2018,1.0975865016547806
1162,130518,OL69RL,2018,-0.8923016449703696
1163,102856,IG27BT,2018,0.779650623987973
1165,141555,YO232QA,2018,0.5007595032276156
1166,130708,SO226RX,2018,1.40994455690638
1167,136788,HX29SU,2018,0.8577401378008733
1168,130425,EN54AZ,2018,0.02664459793500788
1169,142781,TW137EF,2018,2.4808864606261523
1170,144976,YO613EF,2018,-0.23690751118352937
1171,125322,GU72RH,2018,1.72927489017699
1172,109360,BA27HG,2018,-0.1964682986732777
1173,137044,B147QJ,2018,2.740255202933285
1174,110136,RG403EU,2018,0.7043500213826767
1175,137313,BA100DF,2018,0.5983713954937401
1176,142059,NR12PL,2018,-1.0540584950113767
1177,137985,SG129NX,2018,0.8033563692526036
1178,137345,PO77BW,2018,0.3919919661310761
1180,138247,S817EN,2018,-1.2339432679018072
1181,135584,SE16AG,2018,-0.16579027538963853
1182,108306,WF13QX,2018,0.10473411174790825
1184,117622,AL60BJ,2018,-0.2452742448063404
1185,142903,E162RD,2018,0.18142916995700661
1186,117045,HR69PN,2018,-0.11977324046417932
1187,103585,B152UB,2018,-1.1419091980508893
1188,130723,AL40JA,2018,0.10612856735170975
1190,134693,E58JY,2018,-0.5562378444541389
1191,136728,YO179PT,2018,-0.27455781248617805
1192,140944,BA25RF,2018,2.0137438333525544
1195,135170,B664ND,2018,2.282873764886299
1196,145736,MK36EW,2018,0.9692965861050159
1198,140893,HP91RR,2018,-0.8365234208182978
1199,113884,DT83EP,2018,2.2870571316977046
1200,139995,BD87ND,2018,0.3264525527523923
1203,138150,LE174EW,2018,-2.727405219573521
1204,123608,SY37BA,2018,0.011305586293188305
1205,121242,NR14DD,2018,1.3290661318858765
1206,136877,WD232TY,2018,-0.41400337286635674
1207,120332,LE112DU,2018,-0.5269542767743013
1208,142262,LN119LL,2018,0.02106677551980085
1209,137919,OX294AP,2018,-0.8741737221209459
1211,113863,BH166JD,2018,-4.0605047768080285
1212,136885,WS90RF,2018,-1.3747832838857874
1213,123300,OX142HR,2018,-0.27037444567477253
1214,130776,NG11NG,2018,1.5549679397017666
1215,100282,N165AF,2018,-0.04586709346268497
1216,136876,RG304EX,2018,-0.464203774603221
1217,100982,E11HL,2018,-0.4488647629614014
1218,121671,YO188NG,2018,1.0641195671635373
1219,138747,WD65LG,2018,1.8352535160659256
1221,134452,ME174HT,2018,0.08381727769088115
1223,136042,S668AB,2018,-1.2855381252424734
1225,139690,NN128TL,2018,-0.8532568880639193
1226,140984,NG72PL,2018,1.17567601546768
1228,135074,NG104HR,2018,2.36933001232201
1230,135653,CM81EP,2018,-0.6496663699088584
1231,137558,E49PJ,2018,0.35713057603603143
1232,130738,BB97YT,2018,0.6053436735127496
1233,125321,KT112ES,2018,0.5509599049644799
1235,103750,CV36AQ,2018,-1.848898189178395
1237,144327,WA118NY,2018,-1.0498751281999712
1238,138924,TW50QR,2018,-0.37774752716751003
1239,124392,DE143DR,2018,-2.292335071187363
1242,137346,B323AE,2018,1.6679188436097108
1243,121681,YO177NH,2018,-1.7652308529502876
1244,136533,TR73BH,2018,0.08660618889848466
1246,125788,CV344HJ,2018,-2.3369576505090204
1247,137844,UB49LE,2018,-0.4042421836397442
1248,136652,BH256RS,2018,-1.3148216929223104
1249,108075,LS167RX,2018,2.1559783049403363
1251,138729,ST101LH,2018,1.7766863807062503
1253,117609,AL96NS,2018,0.035011331557818916
1254,102673,SW197HB,2018,1.7976032147632768
1255,136266,PE67JX,2018,-1.755469663723675
1256,136727,ME168AH,2018,-0.17136809780484558
1257,105592,M146HS,2018,2.160161671751742
1258,138384,BR34PR,2018,0.009911130689386795
1259,136381,LA11SF,2018,0.4324311786413278
1261,136462,WF50DG,2018,1.9509933311814736
1262,131982,UB13HF,2018,-0.33591385905345633
1263,138439,MK23HQ,2018,2.9828904779947956
1266,100979,E29LY,2018,-0.01658352578284733
1267,101846,CR01AX,2018,-2.3439299285280293
1268,136795,SM38AB,2018,0.5398042601340658
1269,118948,ME11TE,2018,-0.4056366392435457
1271,122129,PE84GH,2018,-0.07654511674632411
1273,136733,RG146NQ,2018,-0.359619604318087
1274,145057,GU148JX,2018,0.29159116265734764
1275,121224,NR146BJ,2018,2.217334351507615
1276,143773,BL67RU,2018,2.5868650865150884
1278,142283,IP83SU,2018,0.2804355178269336
1279,107428,BD206LH,2018,-1.023380471727737
1280,135316,SW152UT,2018,-1.3747832838857874
1282,139791,IG110FU,2018,2.8197391723499874
1283,137412,HG42DE,2018,0.19397927039122217
1284,100055,NW11LY,2018,1.6762855772325218
1285,144887,B913WR,2018,-0.5548433888503369
1286,100050,NW51RL,2018,0.9065460839339351
1287,124889,IP92RX,2018,0.26927987299651857
1289,100370,W69LR,2018,-0.156029086163026
1290,137792,AL108AB,2018,-0.9689967031794674
1291,125348,GU271HQ,2018,0.1563289690885745
1292,137536,NG56NZ,2018,0.42127553381091376
1293,142315,RH80AB,2018,1.6707077548173148
1294,135619,NE242SY,2018,-0.3205748474116368
1295,136217,PE252QH,2018,0.5788490170405161
1296,143385,E106JZ,2018,-1.5504846899648126
1297,139971,SL63LE,2018,1.746008357422611
1298,136166,PL52AF,2018,2.0332662118057794
1299,137409,NG27QY,2018,-0.18670710944666513
1300,143129,W120RQ,2018,1.8185200488203035
1301,136594,ME46JB,2018,2.50180329468318
1302,145008,WV140LN,2018,-0.46559823020702246
1303,108081,LS268EX,2018,0.08381727769088115
1304,100625,SE115QY,2018,-2.0483053405220506
1305,122358,NE209EY,2018,-1.2102375226371764
1306,138757,PE252QS,2018,2.554792607627647
1307,117552,HP27HL,2018,-2.0064716724079967
1308,143131,EN118JY,2018,0.776861712780369
1309,136032,B440HF,2018,1.4852451595116773
1310,110152,SL57PS,2018,2.8615728404640404
1311,136833,KT245JR,2018,2.181078505808768
1313,135963,DN67SF,2018,-0.7807451966662264
1314,125777,CV225EH,2018,-0.48233169745264404
1315,113532,PL46HT,2018,0.4547424683021569
1318,110063,RG315TY,2018,0.09776183372889921
1319,135649,BB54FF,2018,-1.0861309738988179
1320,140748,HA40BY,2018,1.5912237854006128
1322,139160,MK418PX,2018,-0.3010524689584117
1323,126088,RH191QY,2018,0.04198360957682795
1324,137009,TW149PE,2018,0.6248660519659748
1325,138852,WV39DU,2018,-1.2785658472234644
1327,136664,BD231QL,2018,-1.2478878239398248
1329,138248,S802SF,2018,-0.9327408574806212
1330,100547,SW72DG,2018,-0.1964682986732777
1331,138482,NG27BW,2018,0.1758513475417996
1332,103751,CV14AU,2018,-0.09048967278434218
1333,135365,OX160UD,2018,0.2399963053166819
1334,140865,DN33QF,2018,0.12983431261633988
1335,135295,BS158BD,2018,0.18700699237221363
1336,138665,LN95AD,2018,1.517317638399118
1339,138054,SR27JN,2018,1.211931861166527
1340,101245,RM81JU,2018,1.327671676282075
1341,136194,NG318ED,2018,0.16330124710758304
1342,137088,IG38EU,2018,-0.262007712051962
1345,130908,TS54AG,2018,0.06290044363385455
1347,138042,AL12QA,2018,2.4404472481159005
1348,122144,NN46UU,2018,-0.4934873422830586
1349,136586,BR33BP,2018,0.2943800738649507
1350,141177,PE302QB,2018,2.189445239431579
1354,110910,PE36AP,2018,-0.5897047789453815
1355,109718,MK402TU,2018,0.6625163532686225
1356,141964,SP27EU,2018,-2.678599273440458
1357,134153,OX11SA,2018,0.9511686632555924
1358,137465,RG146JP,2018,0.33063591956379784
1359,137834,DA110JE,2018,-0.09746195080335072
1360,135290,TN288BB,2018,-1.1823484105611408
1361,118957,TN146AE,2018,0.2190794712596543
1362,140134,W87AF,2018,-0.19228493186187268
1363,123905,BA100ED,2018,-1.9046764133304663
1364,140987,DA15TF,2018,-0.4544425853766084
1365,136646,EX173LU,2018,-0.4544425853766084
1366,144069,DE110QA,2018,0.08102836648327764
1367,136976,NN156HE,2018,-1.3817555619047963
1368,136299,NN15RT,2018,-1.5951072692864698
1370,125424,GU13BB,2018,-0.9257685794616122
1375,111485,CH47QL,2018,-0.6998667716457226
1377,140248,CV64GL,2018,-1.6913247059487932
1378,135877,CH431TY,2018,0.1758513475417996
1379,110110,RG27ED,2018,1.2858380081680219
1380,101947,W52ES,2018,-0.3428861370724654
1381,136517,BR28HP,2018,-0.2843190017127906
1383,137159,NG157DB,2018,0.3529472092246259
1386,143082,N20SQ,2018,-0.18670710944666513
1387,112388,LA185AB,2018,-0.2801356349013851
1389,135563,LN67DT,2018,0.0740560884642686
1390,136540,BR29EH,2018,0.8981793503111251
1391,136327,EN11YQ,2018,-0.02913362621706339
1392,141808,SW185JR,2018,0.1981626372026277
1394,139589,L10BS,2018,-0.7319392505331638
1395,138667,OX92AQ,2018,-1.521201122284975
1396,100967,E20PX,2018,1.2732879077338053
1398,138266,TW134AB,2018,1.7766863807062503
1399,102256,WD232TS,2018,-1.2367321791094106
1400,113010,S213YL,2018,-1.098681074333034
1401,103514,B130TW,2018,0.7447892338929283
1404,141342,DY76AA,2018,1.6093517082500355
1406,137484,TN306LT,2018,-0.3735641603561045
1407,135731,WA75YH,2018,-0.4056366392435457
1409,136901,WD36EW,2018,-0.5353210103971118
1410,138918,PE377DZ,2018,1.0334415438798983
1411,100638,SW162HY,2018,0.6987721989674696
1412,136559,MK452NU,2018,1.2356376064311567
1413,138174,SS93TG,2018,1.429466935359605
1414,146374,DE74HH,2018,-1.2199987118637892
1415,138221,SE193HL,2018,1.1631259150334643
1417,137299,KT35PE,2018,-0.6998667716457226
1418,100754,SE64TY,2018,0.028039053538809883
1419,136972,DE61EP,2018,-0.680344393192498
1420,107756,HD59PG,2018,-2.822228200632042
1421,105106,CH632PS,2018,-0.24945761161774593
1422,101680,BR75ES,2018,0.39756978854628316
1423,144601,NE638DH,2018,2.888067496936274
1424,130516,OL66NX,2018,1.3792665336227408
1425,139765,NG27YF,2018,-0.43910357373478887
1426,135621,CA11LY,2018,-1.827981355121368
1429,138833,LE651DT,2018,-0.156029086163026
1430,117515,SG13RB,2018,-2.1152392095045363
1431,137782,PO215LH,2018,0.03361687595401691
1432,136044,NG347PP,2018,-0.259218800844358
1435,141565,BB27AD,2018,0.27067432860032103
1436,115387,CM33HS,2018,-0.6036493349833997
1438,104974,L235SP,2018,0.5133096036618312
1439,113893,BH153HY,2018,-0.6217772578328227
1440,136657,BH241SE,2018,0.20931828203304176
1442,103564,B151RX,2018,-1.631363114985316
1444,135263,PE12UW,2018,2.235462274357038
1445,121673,YO329WT,2018,-0.8100287643460641
1446,145175,RG213HF,2018,-1.2562545575626358
1447,145597,IG103JA,2018,0.27764660661932955
1448,139936,CV129EA,2018,0.6206826851545693
1449,134311,EN37XH,2018,-0.15184571935162047
1451,136085,MK429TR,2018,-0.29129127973179914
1452,123313,OX141BE,2018,2.7597775813865093
1455,117594,CM232NQ,2018,1.1561536370144547
1456,117577,CM233LU,2018,1.652579831967891
1457,139624,LE25TP,2018,0.5607210941910924
1458,119818,FY78JW,2018,-0.16579027538963853
1459,126108,BN150RW,2018,0.6625163532686225
1460,142153,WV165JD,2018,-0.4906984310754546
1461,134562,GU266SJ,2018,2.1922341506391834
1462,143927,SE78LJ,2018,0.40035869975388716
1463,104721,L173AL,2018,-0.6008604237757961
1464,117530,SG20HS,2018,-0.4879095198678511
1466,101821,CR82XP,2018,-0.17276255340864757
1467,125311,TW166JE,2018,0.4338256342451293
1468,143803,SL25HW,2018,0.2190794712596543
1469,136896,HG29JP,2018,0.9832411421430339
1470,145005,RH20SD,2018,0.5091262368504267
1471,130741,PR253DQ,2018,-0.563210122473148
1472,134493,CW81HW,2018,-0.4293423845081763
1473,102055,N99TN,2018,-0.03331699302846891
1474,136863,CM29ES,2018,-1.5714015240218393
1475,137914,WD31HG,2018,1.712541422931368
1477,138030,NN95TY,2018,-0.9383186798958283
1478,112399,CA13RQ,2018,2.441841703719703
1479,136460,ST45NT,2018,-0.2452742448063404
1480,136995,HU178NF,2018,2.0444218566361934
1482,136675,DN110BZ,2018,0.36410285405504
1483,126115,BN114BL,2018,-0.8532568880639193
1484,138178,CR81EX,2018,0.474264846755382
1485,136335,BA34AD,2018,-0.5771546785111655
1486,135762,SW113DQ,2018,0.6081325847203527
1487,138370,TQ27NU,2018,-0.6106216130024087
1488,144756,E32RU,2018,-1.0150137381049267
1489,108055,LS165AG,2018,-0.5157986319438868
1490,118947,CT117AE,2018,0.03780024276542243
1492,137072,CM13ET,2018,-1.2660157467892483
1493,100857,SE152EB,2018,0.4951816808124086
1494,108549,NE24DX,2018,0.09636737812509721
1495,146305,AL72AF,2018,0.12146757899352933
1496,113004,NG104AD,2018,-0.23411859997592588
1497,137052,MK160BJ,2018,0.2455741277318889
1499,138318,CH649NH,2018,0.7350280446663158
1500,137312,SS07JS,2018,2.1322725596757053
1501,141257,FY37EQ,2018,-0.5910992345491836
1502,118835,ME157BT,2018,-0.370775249148501
1503,118937,TN248PB,2018,0.3180858191295813
1504,110907,PE15JN,2018,0.5188874260770392
1505,137344,MK181AX,2018,-0.35683069311048343
1506,112038,TR73JA,2018,0.2386018497128794
1507,142601,NE340QA,2018,1.4029722788873715
1508,138019,TN240QJ,2018,-1.2227876230713925
1509,137603,DN57UB,2018,0.0029388526703777633
1510,137900,NE157PX,2018,0.0740560884642686
1511,135650,NR79DL,2018,1.0892197680319695
1512,108538,NE23BA,2018,-0.14208453012500794
1513,126101,RH158GA,2018,-0.07793957235012612
1514,136884,HP217RP,2018,-0.5771546785111655
1515,124888,IP91AZ,2018,-0.03750035983987393
1516,142382,TS43JW,2018,2.1350614708833096
1517,134003,CR41SF,2018,0.12983431261633988
1521,136261,OX42AU,2018,0.5411987157378674
1522,123282,RG80PJ,2018,-0.08212293916153114
1523,138361,S103BT,2018,2.8476282844260226
1524,103531,B169SL,2018,0.8800514274617015
1525,101564,NW103RN,2018,-0.18531265384286363
1526,137369,CA11JB,2018,0.6346272411925873
1527,138020,BA149EH,2018,2.2982127765281186
1528,110912,CB21LY,2018,-1.2241820786751947
1531,130488,WA101PP,2018,0.6764609093066405
1532,138582,AL15AR,2018,-0.01658352578284733
1534,135980,PE25RQ,2018,1.4866396151154788
1536,104119,B913NZ,2018,2.5673427080618634
1539,102257,HA87RJ,2018,-0.023555803801856363
1541,142853,BS200HU,2018,-0.05702273829309902
1542,136776,CB114UH,2018,-0.0946730395957472
1543,136322,CB90LD,2018,0.18142916995700661
1545,145938,WF94AB,2018,0.08242282208707964
1546,136310,B913PD,2018,-0.29408019093940263
1547,117578,HP43AH,2018,0.6360216967963888
1548,100849,SE14AN,2018,0.35852503163983296
1549,135971,B369HF,2018,-0.31360256939262776
1550,145121,UB83GA,2018,1.398788912075966
1551,140149,ST66LZ,2018,0.08242282208707964
1554,118788,DA118AQ,2018,0.6304438743811818
1555,135583,NG182DY,2018,0.8563456821970709
1557,138632,AL87NL,2018,0.6569385308534154
1559,140304,ST32NJ,2018,-0.16300136418203504
1560,118939,TN174AA,2018,-0.4920928866792566
1561,114651,BN207TE,2018,0.6917999209484601
1564,114622,TN330AD,2018,-0.3219693030154388
1565,137282,PE127PU,2018,0.26927987299651857
1566,137898,NE96LE,2018,1.132447891749825
1567,137424,WF170LD,2018,0.6262605075697762
1568,137224,EN61EZ,2018,-0.06120610510450454
1569,137966,SW23UP,2018,-0.10443422882235975
1571,137198,HA29AH,2018,-1.0205915605201337
1573,130531,S22RL,2018,0.08939510010608867
1574,142899,WA27NG,2018,0.6499662528344069
1575,136891,RG108DS,2018,-2.5642539139287117
1576,100863,SE228TE,2018,-0.1602124529744315
1577,110923,CB28QF,2018,-0.9104295678197926
1578,125361,KT152QS,2018,-0.4293423845081763
1579,136603,TN49SH,2018,1.7613473690644306
1580,126095,RH118PG,2018,-0.39866436122453663
1581,125279,RH20TD,2018,1.6511853763640896
1583,135961,WF12PF,2018,-0.4153978284701582
1584,136581,ME145DT,2018,1.9286820415206454
1585,118884,CT47AS,2018,-0.9466854135186392
1586,100624,SE193NY,2018,0.23023511609006936
1587,110545,HP156LP,2018,-0.772378463043416
1588,118978,TN171LB,2018,-0.37216970475230304
1589,130760,PE91XA,2018,-1.0666085954455928
1590,138356,AL54TD,2018,-0.7654061850244069
1592,117647,AL34HB,2018,-1.6592522270613521
1594,136331,S265QQ,2018,-0.581338045322571
1595,134463,GL43DB,2018,-2.8543006795194827
1596,136568,PL99AZ,2018,0.7141112106092892
1597,137256,HP157UB,2018,-0.156029086163026
1598,116534,SO211HA,2018,-0.5646045780769494
1599,137013,CM71WY,2018,-2.175200800468013
1600,130912,W92DR,2018,2.093227802769256
1601,109329,BA28PA,2018,1.5061619935687038
1603,101946,W52JL,2018,2.1573727605441384
1604,142987,ST170LJ,2018,0.9762688641240245
1606,137948,SG175QS,2018,1.1171088801080056
1607,118072,HU179EX,2018,0.4923927696048046
1608,134887,SM54AZ,2018,-0.28850236852419564
1610,113907,BH152BW,2018,-0.1769459202200526
1612,102065,EN65QT,2018,0.3501582980170229
1613,142863,OX262NS,2018,-0.4098200060549512
1614,123930,TA218NT,2018,0.2901967070535461
1615,123917,BA228BE,2018,0.6555440752496139
1616,130422,SW128EN,2018,0.2637020505813115
1618,101241,IG119AG,2018,-0.44189248494239236
1619,136609,AL49NX,2018,0.5370153489264619
1620,140595,TN49PG,2018,2.8866730413324726
1621,137673,B646QU,2018,0.14656777986196196
1622,145051,PE46HX,2018,0.4645036575287695
1623,136875,CM132HG,2018,0.4505591014907514
1626,138473,BN254LX,2018,0.2999578962801587
1627,143367,KT169LU,2018,1.0947975904471765
1628,118919,CT102LH,2018,0.9790577753316284
1630,136183,SP29HS,2018,1.1338423473536268
1631,137938,AL40TT,2018,0.157723424692376
1632,136667,HU143HS,2018,2.0918333471654535
1633,138147,BA12HX,2018,0.6639108088724249
1634,100056,NW51RN,2018,0.10752302295551176
1635,138360,EN75FB,2018,2.609176376175917
1637,140212,W106EX,2018,1.5842515073816033
1638,138522,BA27AD,2018,1.3095437534326515
1639,138484,SG142DG,2018,0.3083246299029687
1640,142063,PE84BS,2018,2.15876721614794
1641,139528,OX43DR,2018,1.3430106879238948
1642,136974,PE285TQ,2018,0.8382177593476483
1643,137227,DA27DA,2018,1.3597441551695157
1644,113605,EX215HJ,2018,-0.39726990562073516
1645,143260,M205PG,2018,0.7573393343271438
1647,130746,BB18DX,2018,-0.1406900745212064
1650,143540,N154AG,2018,-1.4961009214165428
1653,108083,LS196LX,2018,-0.5436877440199228
1654,107166,S102PE,2018,1.7794752919138543
1655,145381,ST195RX,2018,-0.5590267556617424
1656,136730,MK57ZT,2018,-0.1351122521059994
1657,136587,CV225ET,2018,1.6818633996477288
1658,101364,NW95PE,2018,2.217334351507615
1659,124391,DE159RT,2018,1.5995905190234239
1660,138286,AL40XB,2018,-0.592493690152985
1661,136711,HA40LS,2018,0.1354121350315479
1662,136459,B781QT,2018,0.2985634406763562
1663,126515,SP79LP,2018,0.5230707928884437
1664,139167,S119QH,2018,-0.34428059267626737
1665,122059,NN297PH,2018,1.6595521099869006
1666,137877,CM158RY,2018,-2.1138447539007346
1667,100648,SW161AW,2018,-0.055628282689297516
1668,138053,PE71XB,2018,1.3067548422250486
1669,131074,CB21LU,2018,0.1744568919379971
1671,143853,DE240BR,2018,1.327671676282075
1672,137117,DN227NJ,2018,-0.156029086163026
1673,136864,ME87AJ,2018,-0.4251590176967708
1674,105272,BL14PB,2018,-0.1825237426352601
1677,145575,CV227JT,2018,-0.6273550802480298
1678,113875,DT101DT,2018,-0.3498584150914744
1679,100527,W148SH,2018,-1.4570561645100928
1681,141735,DT63DT,2018,-1.0526640394075748
1682,130719,WR52LU,2018,-0.22714632195691734
1683,121748,YO88NL,2018,-1.0610307730303854
1684,144782,WA46RD,2018,0.259518683769906
1685,145002,OL81XU,2018,0.1395955018429524
1686,118832,TN248AL,2018,1.3597441551695157
1687,117046,WR158PH,2018,-0.21320176591889928
1688,140802,ST52SJ,2018,0.3236636415447883
1689,123610,TF13BH,2018,0.12843985701253838
1691,139896,NR21NR,2018,0.4965761364162101
1692,138120,NE33RU,2018,1.8213089600279075
1694,137033,GL128RB,2018,0.7043500213826767
1695,146377,HP270DR,2018,-1.1628260321079158
1697,104012,B680RG,2018,-0.6873166712115065
1698,144364,DN121HH,2018,-0.697077860438119
1699,137874,CM16LY,2018,-0.17973483142765662
1700,118908,ME46SG,2018,0.20652937082543874
1701,125425,KT169BN,2018,0.14377886865435793
1702,140066,TW80EX,2018,-0.9857301704250889
1704,145430,HP24DE,2018,1.1784649266752838
1705,113009,DE656FH,2018,2.670532422743196
1706,137969,LE99JL,2018,0.8912070722921155
1707,116527,GU322DG,2018,-1.4710007205481108
1708,136736,BD207RL,2018,-1.127964642012871
1709,140575,IG45LP,2018,1.4336503021710105
1710,137259,SL13AH,2018,0.3250580971485908
1711,142905,SW21QS,2018,1.5633346733245768
1712,124395,WS119SP,2018,-1.939537803425511
1714,136996,BH89UJ,2018,0.4101198889804997
1715,111457,WA87DW,2018,1.8575648057267535
1716,139873,SG138EN,2018,0.03780024276542243
1718,137077,UB32SE,2018,0.9985801537848535
1720,116582,PO53QW,2018,-1.6229963813625055
1721,109347,BA25AH,2018,1.0613306559559332
1722,141520,SG180EP,2018,-0.0737562055387206
1724,106368,M328JB,2018,1.0696973895787443
1725,137753,BS329BS,2018,-0.7110224164761372
1726,125375,KT111HA,2018,-1.4821563653785252
1727,136498,M333NH,2018,-0.365197426733294
1728,137857,NG172DU,2018,-0.5255598211704993
1729,130698,SO212NF,2018,0.12286203459733133
1731,139351,LS296AE,2018,1.6205073530804506
1734,104407,WV68QX,2018,-1.2562545575626358
1736,135964,ME22SX,2018,-0.893696100574171
